description;commune;travaux_id_match;longitude;latitude
La route de Gens est globalement désagréable et dangereuse pour les vélos, plus encore depuis qu'elle est en travaux;69266;165198;4.901281831;45.752443386
Les abords de la gare de la part dieu notamment avec les travaux;69123;184053;4.858597655;45.760470131
Rue de gerland bitume dégradé lorsqu'on souhaite rester bien à droite pour ne pas se faire embêter par les voitures (pas de piste);69123;74592;4.839241301;45.733459084
Travaux;69123;158882;4.867463323;45.754639836
Liaison Lyon Vaise - Tassin;69081;180538;4.79331683;45.774244763
;69266;136952|155875;4.888264068;45.758958162
Zone cyclable trop proche des automobilistes qui se garent, ouvrent une porte, stationnent;69266;135939;4.880561432;45.769370047
travaux lié au tramway;69266;135939;4.87910056;45.771741093
;69123;115328;4.817503613;45.73675443
"";69266;176350;4.890745946;45.78290014
;69123;158882;4.87302863;45.755250452
"";69259;182402;4.887461638;45.703216551
TRAVAUX AVENUE FELIX FAURE;69123;158882;4.856840401;45.753231965
;69266;136952|155875;4.888872774;45.758986811
"";69266;136952|155875;4.890284547;45.759396144
"";69123;158882;4.875349821;45.755676221
Travaux;69266;134284;4.880344477;45.766850341
Travaux;69123;158882;4.881961807;45.754439609
Travaux;69266;134284;4.880771991;45.762031789
;69123;180538;4.792720741;45.773588849
"";69266;135904;4.891985749;45.755856376
"";69040;162326;4.794639047;45.79311153
"";69040;162326;4.785573477;45.801380382
"";69116;162326;4.775791968;45.814880452
Le trajet Lyon Vaise - Tassin n'est pas du tout sécurisé ni bien indiqué, et avec le périphérique à proximité c'est très compliqué.;69081;180538;4.792169114;45.773312391
;69081;180538;4.792371997;45.773463293
Rond-point dangereux;69040;162326;4.785397958;45.801469435
travaux arrivée tram;69266;134284;4.88057651;45.762785953
Une belle piste cyclable commence plus loin à gauche en direction de Tassin mais il n’y a pas de jonction depuis gare de Vaise.;69081;180538;4.79240435;45.773437078
Vitesse excessive, passage vers la piste cyclable dans le sens descente (bande cyclable très étroite et non respectée);69088;177464;4.85964075;45.827310302
"";69116;162326;4.777199823;45.812920302
impossible de tourner a gauche sur l'avenue Salengro quand on arrive de la rue Colin. Refus de priorités très fréquents à cet endroit.;69266;135922;4.874058292;45.776487883
;69244;180538;4.792325864;45.77329643
"";69081;180538;4.794772149;45.775507548
;69040;162326;4.792785915;45.794797747
;69040;153300;4.790528734;45.79096478
;69040;162326;4.796119745;45.791846501
Traversée difficile de la trémie;69266;165198;4.907559004;45.751091657
avenue felix faure et le debut de l'avenue garibaldi en raison des travaus qui durent depuis des mois;69123;158882;4.853429942;45.752906235
Sens ouest->est: voie vélo non séparée du flux motorisé + voies de circulation pas assez large. On se fait froler par la plupart des véhicules nous doublant.;69266;134284;4.880328075;45.7620683
"";69259;182403;4.881287464;45.701776717
;69040;162326;4.786596621;45.800353239
Travaux relatifs au tram alentour;69123;158882;4.877239901;45.754845083
Passage très dangereux à cause des travaux;69266;135939;4.879138476;45.771759627
Travaux tram vers la Halle Tony Garnier;69123;181612;4.831985639;45.726579007
Toute la rue Verlaine est quasiment impraticable, travaux tram T6, bosses, trous, barrières, cheminements complexes, avec autos et piétons, tout le monde en bave.;69266;134284;4.880395889;45.764080735
Pas de piste cyclable sur cette partie de la rue Marietton. Il fait traverser la route pour aller en direction de Tassin et se retrouver à contresens des voitures.;69081;180538;4.792485519;45.773516829
Carrefour dangereux;69266;165198;4.917654429;45.748457039
Zone difficile à cause des travaux mais aussi la complexité de la voirie et Les pis Ecl Desbals difficile à repérer quelques fois;69123;181612;4.830549204;45.726280611
;69088;177464;4.855770222;45.830791051
Partie initiale de la montée Roy;69088;177464;4.862219462;45.822287029
travaux;69266;155875;4.890273106;45.759497572
Rue Garibaldi, zone chantier;69123;158882;4.853365474;45.752987433
Traversée sou M7 pour rejoindre la rue de la Mulatière;69123;115328;4.818057022;45.734039753
Pas de piste cyclable;69040;162326;4.795329891;45.792512765
vitesses excessives;69040;162326;4.787004212;45.8001037
"";69256;97401|164075;4.911058015;45.785175427
Carrefour dangeureux;69123;158882|160582;4.876195388;45.755715167
La totalité de la route de Genas - dans les deux sens;69123;158882;4.881206265;45.754581583
La totalité de l'avenue Félix Faure dans les deux sens;69123;158882;4.869785823;45.754900977
Travaux T6;69266;135939;4.880423852;45.769409776
Carrefour mal agencé pendant les travaux;69266;158882;4.884772096;45.754282796
Zone de guerre;69266;135903;4.891501015;45.754181985
;69123;158882;4.854529249;45.753036805
marietton est un hachoir à cycliste, pas d’aménagement, vitesse élevée des voitures;69123;180538;4.793788566;45.774618984
itinéraire vélo vers le sud ouest inexistant;69266;136952|155875;4.885997923;45.758381338
travaux rendant la circulation compliquée;69123;158882;4.8744005;45.755451726
Travaux;69266;158882;4.888277281;45.754237732
Intersection;69256;178544;4.933167451;45.76364317
Intersection;69256;170403|170404;4.932724657;45.767079598
;69123;158882;4.870958691;45.754960733
;69123;180538;4.794337958;45.773490788
Avec les travaux plus aucune sécurité et non respect des feux par les voitures;69123;181612;4.823879731;45.728061223
"";69266;136952|155875;4.886375943;45.758650464
;69266;155875;4.890457241;45.759835871
"";69266;176350;4.889030417;45.78490377
;69123;162326;4.801040519;45.783692415
;69081;170044;4.769354327;45.766384531
;69123;180538;4.793493604;45.773589428
Travaux route de genas;69123;158882;4.880764843;45.754636545
fin d'un aménagement cyclable rendant compliqué le trajet Lyon --> Tassin;69244;180538;4.791666233;45.772739537
"";69116;162326;4.780296315;45.807487533
;69123;158882;4.860271797;45.753702783
;69123;158882;4.854214506;45.753064164
Travaux;69266;134284;4.880444358;45.764766549
;69266;176350;4.890771123;45.782595027
"";69123;158882;4.857898161;45.753488216
Chemin Yvette Bravant - Présence de barrières anti-vélo;69256;165198;4.925391257;45.746543399
Pas d’amenagement separe des voitures qui roulent vite;69081;180538;4.792133045;45.77323902
Carrefour Halle Tony Garnier;69123;181612;4.824480039;45.73164954
;69266;135905|155875;4.885156007;45.758323917
"";69266;135905|155875;4.885156007;45.758323917
Rupture de piste cyclable;69244;180538;4.792322935;45.773274405
Grandclément, cette place est un enfer pour les vélos. Et depuis les travaux rien n’est organisé/respecté;69266;155875;4.889157358;45.759599169
"Le cours Tolstoï est pollué par
- Des chauffeurs de bus fous
- des rodéos";69266;134284|135907;4.88097349;45.761877235
carrefour difficile à traverser;69199;158717;4.856012751;45.700922649
bientôt amélioré !;69123;184053;4.858988413;45.760894009
Travaux complexes a vélo;69123;158882;4.853562676;45.752963493
Travaux;69123;158882;4.859531905;45.753638033
rejoindre la rue Laure Diebold lorsque l'on arrive de Valmy par la rue de Bourgogne. Il est délicat d'attendre de pouvoir tourner à gauche entre 2 flots croisés de voitures et bus ...;69123;185682;4.803490955;45.777344781
piste cyclable qui debouche sur la voie voiture devant un feu de circulation;69123;158882|160582;4.876017102;45.755682429
;69266;158882;4.883373368;45.754420294
;69266;136952|155875;4.888863982;45.759345641
travaux route de Genas;69266;165198;4.90901561;45.750852241
Traversée felix faure;69123;158882;4.859335092;45.753701779
"";69123;158882;4.874307069;45.755449367
tRAVAUX RACCORDEMENT TRAMWAY;69123;181612;4.82382564;45.731573586
;69266;155875;4.889959184;45.759545037
;69123;158882|160582;4.876132738;45.755769264
Direction Vaise (travaux aménagement cyclable en cours);69123;180538;4.793127024;45.773958267
Ca fait longtemps que la zone est en travaux, avec beaucoup d'évolution. Une seule a prévu un itinéraire sécurisé pour les vélo. Aujourd'hui, même à pied c'est compliqué et dangereux d'emprunter ce carrefour;69199;148424|182686;4.851559611;45.709567804
Carrefour dangereux;69123;158882;4.885641668;45.754150035
Carrefour dangereux;69040;153300;4.790416668;45.790826964
Dangereux;69123;153300;4.786996871;45.787115227
;69266;134284;4.88029052;45.768269625
Travaux Tram T10 infernal;69123;148421|182445;4.844953364;45.725761891
Travaux GARIBALDI;69123;158882;4.853322638;45.752823847
fin de la piste cyclable sans possibilité de traverser du bon côté de la route;69081;170044;4.769421507;45.766234734
zone dangereuse pour aller de lyon vers tassin;69123;180538;4.792678175;45.773414833
"";69256;165198;4.923124338;45.74735294
travaux;69266;135941;4.872435164;45.779146345
LA circulabilité à vélo de l'avenue Felix Faure en présence des travaux du BHNS est désastreuse.;69123;158882;4.858144818;45.753483501
"";69081;180538;4.792683338;45.77370542
;69123;158882;4.876535796;45.75482544
travaux;69123;181612;4.830837236;45.726900103
Pas de pistes cyclable et circulation intense.;69081;180538;4.792809753;45.773795935
Route à la fois étroite et itinéraire obligé pour rejoindre lyon 9.;69123;180538;4.794787132;45.773573056
Chaussée morcelée (travaux) et rétrécissement ne laissant pas la place à la circulation vélo autorisée en contre-sens;69266;135939;4.879127923;45.771753762
"";69266;135922;4.874050988;45.776568029
Stationnement devant PMU et point relais sur bande Cyclable et voirie à 50km/h;69266;165198;4.902425371;45.752148742
travaux du tram et débrouille toi avec ça !!! et ça dure...;69266;134284;4.88029052;45.768269625
travaux du tram : on est autorisé à passer mais au bout de la rue  la piste vélo disparait...;69266;135939;4.880371387;45.770485691
Travaux;69266;134284;4.880243545;45.76677094
Automobilistes qui tournent à droite ne regardent pas les piétons / cyclistes;69123;158882;4.858801598;45.753685549
Travaux;69123;158882;4.858258847;45.753453058
Passage sous périphérique, 8 voies voiture et vélo sur trottoir avec barrière au milieu;69029;165198;4.907931107;45.750894513
"";69123;180538;4.793750093;45.774577813
Travaux;69123;179810;4.861185291;45.746778383
;69266;155875;4.889120449;45.759452148
;69123;180538;4.79444522;45.775053673
;69123;180538;4.792626587;45.773478689
;69271;165198;4.932983814;45.744068047
Travaux;69123;179810;4.862012668;45.746460318
"";69123;182931;4.856175707;45.772621652
;69123;158882;4.882131301;45.754502732
Travaux;69266;136952|155875;4.889835615;45.759181247
"";69123;180538;4.794305503;45.775004125
rond point excessivement dangereux à vélo, actuellement en travaux avec des modifications fréquentes proposant rarement un franchissement en sécurité, nombreux trous dans la piste longeant le cimetière et voitures garées le week-end.;69266;176350;4.889055522;45.785026947
"";69266;136952|155875;4.888672487;45.759043366
"";69123;158882;4.87158658;45.755210318
la voie lyonnaise s'arrete brusquement, les velos se retrouvent au milieu d un énorme carrefour;69123;158882;4.859468478;45.753680503
Rue trop étroite et véhicules motorisés à contresens;69266;135939;4.878581515;45.775075282
"";69266;135905;4.883373555;45.757686295
Travaux sans alternative, on est oblige de passer parmis les pietons, ou sur la voie de tram, ou de s'inserer dans la circulation des vehicules sans piste cyclable;69123;181612;4.824158754;45.731698475
Toujours des travaux à Villeurbanne qui grignotent les pistes cyclables;69266;135922;4.875049291;45.776602226
aucune piste cyclables / délimitation au sol pour les vélos (travaux sur cette rue) à contresens des voitures alors que c'est étroit et que les voitures vont vites;69266;136952|155875;4.887221441;45.75867995
Co activité travaux complex;69123;148414|182384;4.845137042;45.725233267
;69040;162326;4.786403499;45.8006446
;69266;135921|135922;4.876682585;45.776727139
"";69123;180538;4.793256227;45.774130642
Travaux depuis 2 ans;69123;181612;4.837615386;45.726240997
"";69256;170404;4.932442313;45.767125534
"";69123;158882;4.890180227;45.754152212
Travaux du tram sans prise en compte du flux de velo;69123;181612;4.824274701;45.731498714
Route de genas;69123;158882;4.885746307;45.754178051
Ensemble de l'axe exrêmement peu praticable en vélo : nombreux bus, trafic voitures, vélos... mais très peud 'axes parallèles disponibles - notamment à cause du peu de points de franchissement du boulevard Laurent Bonnevay.;69029;165198;4.913120395;45.749566852
"";69123;179810;4.865936879;45.745300552
"Tout le long de la route de Genas.
Difficulté avec le peu d'aménagement, les travaux, l'importante fréquentation par les voitures.";69266;165198;4.905693422;45.751571511
Travaux avec aucun contournement vélo adapté;69266;155875;4.889159182;45.759472542
"";69266;135905|135907;4.882547203;45.757787339
Carrefour avant le pont de cusset : les voitures grillent le feu;69266;168324;4.894652712;45.783600615
Carrefour des Sept Chemins;69029;165198;4.932302934;45.74403043
Travaux depuis des mois avec des solutions de contournement pas adapter des passages avec des nids de poules ou autres;69266;155875;4.889253073;45.759495763
Nb très important de conducteurs dangereux;69266;155875;4.88898833;45.759935875
Trop grand nombre de feux pour rejoindre le cours Charlemagne depuis le Pont Raymond Barre;69123;115328;4.817675903;45.734274914
;69123;179810;4.871661008;45.745376599
Très problématique avec les travaux en cours, en particulier dans le sens de la montée;69040;162326;4.798063931;45.79159863
Rond-point anxiogène;69040;162326;4.785622215;45.80168777
Énorme travaux sur toutexl avenue qui rend la conduite à vélo dangereuse;69123;158882;4.870014782;45.754991027
"";69266;165198;4.914758137;45.749140374
Trés dangerous;69123;148414|182384;4.845494267;45.722029272
rond point 7 chemins;69029;165198;4.932531843;45.74402743
"";69244;180538;4.792519063;45.773360471
rue trop petite. voitures partout. Devrait être fermée à la circulation;69123;180538;4.793281232;45.773544186
rue trop rapide et dangereuse. voitures qui frolent les cyclistes.;69081;180538;4.793980991;45.774799125
"";69256;97401|164075|172093;4.908374947;45.780568298
"";69266;168324;4.897345786;45.783713906
"";69199;158717;4.858008711;45.69761574
Rue Felix Faure pendant les travaux, surtout en direction de l'est;69123;158882;4.868484354;45.754722894
Pas d'itinéraire alternatif pendant les travaux;69199;148425|182686;4.854839509;45.708614388
Rien n'est prévu pour que les vélos traversent le boulevard même en pietons;69259;158717;4.858067816;45.697610047
Absence de double sens cyclable et d'aménagement cyclable;69123;180538;4.794271069;45.773530753
Sur ce point souvent en travaux et très très fréquenté sans piste cyclable on ne se sent pas en sécurité mais je n'ai jamais eu de soucis personnellement;69123;180538;4.794879509;45.775386145
Carrefour très complexe et dangereux. Pas d'aménagements cyclable pour le traverser en sécurité.;69081;170044;4.769198167;45.766210289
Travaux tramway;69123;181612;4.823841734;45.73150583
;69123;181612;4.824144805;45.731633557
Particulièrement dangeureux jusqu'à l'espace piéton/cyclable plus bas;69123;180538;4.793852357;45.773591343
Livreurs et autocars, garés sur piste cyclable + queues de poisson fréquentes par les véhicules qui ne semblent pas voir les vélos;69123;180538;4.793123402;45.774037601
Traverser le rhône à ce niveau est très compliqué (d'autant de plus depuis les travaux pour le tram);69266;168324;4.894604428;45.783513422
en cours d'amélioration, mais circulation très changeante avec les travaux + circulation importante;69266;176350;4.890561169;45.7827132
;69123;158882;4.873642585;45.755359854
;69123;184053;4.858224746;45.760136284
Piste cyclable trop étroite et partage piétons dangereux avec les arrêts de bus;69256;164075;4.910719557;45.779442198
Traversée compliquée (il faudrait un feu pour prioriser la piste cyclable);69123;158882;4.884799962;45.754241224
Travaux qui sont de très fortes nuisances. Alternatives vélo très aléatoires;69123;148414|182384;4.845123151;45.725587702
voie partagée bus/vélo en mauvais état avec beaucoup de voitures stationnées dessus.;69029;165198;4.922022086;45.747684143
Les automobilistes bouchonnent et coupent parfois la priorité aux vélos sur la piste cyclables;69123;179810;4.871165125;45.745423451
Le contre sens-cyclable est très dangereux lorsqu'on remonte Felix Faure. Le véhicules slaloment entre les vélos des deux côtés;69123;158882;4.854275246;45.753157662
Pas de contre sens velo;69123;180538;4.793643393;45.773564927
Carrefour dangereux;69123;180538;4.792550555;45.773513423
"Gros carrefour large avec cinq branches";69266;160582;4.876355798;45.755810281
Beaucoup de travaux;69123;158882;4.873022297;45.755272305
Actuellement le Mas du Taureau du fait des travaux du T9 + ZAC et idem à Villeurbanne sur Tolstoï T6;69256;97401|164075;4.909746924;45.782199147
"";69123;158882;4.858987257;45.753560388
Travaux;69123;158882;4.858685433;45.753603988
Travaux tramway;69266;135922;4.874071305;45.776571705
J’attend la piste cyclable qui va en ville;69123;158882;4.870426539;45.754979081
;69123;179810;4.864844602;45.745548692
"";69266;165198;4.90678058;45.751345389
Travaux;69266;158882;4.877305546;45.754934605
"";69266;135905|155875;4.885334258;45.75814894
travaux;69123;158882;4.883074851;45.754382283
cours Tolstoi - entre le Totem et Grandclément;69266;134284;4.880433899;45.762066399
"";69123;181612;4.824195768;45.731726861
travaux permanents => on est plus dans Kho Lanta qu'autre  chose;69266;165198;4.915244455;45.748924255
"";69266;135939;4.880562897;45.769289834
"";69266;136952|155875;4.887952042;45.758826306
Stationnement véhicule tout le long de la voie cyclable;69259;148686;4.891922284;45.703961013
Carrefour en travaux depuis plus de deux ans. Une seules vois en très mauvais état avec les travaux;69266;134284;4.880415972;45.76469335
"";69266;155875;4.890217505;45.759649188
En travaux pour l'instant, un carrefour où il y a peu de place et peu de visibilité.;69123;158882;4.86660601;45.754560303
circulation sur la rue Marieton (sur toute la longueur, dans les deux sens);69123;180538;4.795074535;45.775702401
Travaux pour le T9. Aucune déviation cyclable prévue;69256;170406;4.916552738;45.778395337
"";69123;158882;4.858717333;45.753581225
Travaux du tramway;69266;135939;4.880437242;45.770540529
Pas d'itinéraire alternatif pendant les travaux qui durent depuis plusieurs mois et vont encore durer jusqu'à la fin de l'année scolaire;69259;158717;4.858075805;45.697659529
Avenue Félix Faure : travaux en ce moment (et pour longtemps) : très dangereux;69123;158882;4.858926411;45.753580857
;69256;170406;4.918151373;45.777846682
Travaux en cours puis continuité de làvenue Salengro avec une forte circulation motorisée et peu d’espace pour les vélos;69266;135922;4.875272263;45.776678264
"";69123;179810;4.864848165;45.745459503
;69123;158882;4.856567859;45.753458105
Travaux liée au T6, sens de circulation impossible où grès dangereux;69266;136952|155875;4.888426058;45.759152241
Felix Faure / Vivier merle en travaux depuis des mois, très compliqué à velo;69123;158882;4.85608471;45.753298615
"";69123;115328;4.817799258;45.734357426
;69029;165198;4.911202949;45.75022736
carrefour dangereux avec les voitures nombreuses;69266;176350;4.890474112;45.782834696
Chantier tram avec absence de signalisation, de séparation des flux, chaussée dangereuse.;69266;165198;4.899492792;45.752650756
route de genas impossible en ce moment à cause des voitures et de l'entretient de la chaussée;69266;135903;4.892808291;45.754057865
"Constamment en travaux ; bande non entretenue; voitures qui roulent très vites et stationnent sur la bande cyclable";69123;158882;4.87255122;45.75532459
Piste cyclable à contre-sens dangereuse;69123;158882;4.856030375;45.753264351
Travaux tram t10;69123;148422;4.841832385;45.724768734
;69266;176350;4.890323564;45.783091838
véhicules motorisés frequemment garé sur bande cyclable, qui grillent les feux rouges et/ou roulent à vive allure. aménagement cyclables dangeureux (bande cyclables petites et le long des parking voiture);69266;165198;4.902306912;45.752110113
aménagement cyclable dangereux : passage sur trottoir pour ressortir au milieu des vooitures quand elles ont vert, 2 voies voitures de véhicules qui roulent vite sans bande cyclable une fois passé le pont du periph direction est;69266;165198;4.906930743;45.751254803
voie de bus non respectée par les automobilistes + aménagements de travaux réduisant la largeur des voies = doublements dangereux pour les usagers légitimes de la voie de bus par des véhicules motorisés.;69266;136952|155875;4.888201229;45.75895162
;69266;136952|155875;4.888731968;45.759315429
Travaux tramway;69266;135904;4.890826656;45.758521464
Travaux d'une nouvelle ligne de bus;69266;158882;4.887082233;45.754275097
Car travaux actuellement;69266;136952|155875;4.885954714;45.758400262
"";69123;158882;4.856999812;45.753366542
"Continuité de la voie ?!
+ tous les travaux sur la place Grandclement";69266;155875;4.89085658;45.759735409
"";69266;165198;4.910640861;45.750494723
Point dangereux du fait des travaux de voirie actuels. Le vélo est relégué au 15e plan !;69123;158882;4.884645224;45.754227282
Pas de place pour les vélos;69029;165198;4.91288615;45.7496033
;69266;165198;4.898769494;45.752877795
"";69123;158882;4.857475676;45.753395797
Pas de bande vélo et rue très fréquentée;69266;134284;4.880395817;45.766170811
Travaux travaux et travaux en cours. La piste vélo à contresens des voitures;69123;158882;4.855231877;45.753279009
travaux en cours très problématiques sur toute l'avenue;69123;158882;4.853537949;45.753025849
travaux;69266;158882;4.884130171;45.754332414
Cette rue est très difficilement praticable à vélo et pourtant incontournable, ne possédant pas d'autres possibilités rapide;69123;180538;4.793638822;45.773549695
"";69081;180538;4.794846543;45.775570504
Rue Carnot : circulation difficile à cause des travaux et de la forte fréquentation automobile.;69199;148425|182685;4.857703712;45.708100828
Travaux et etat de la route;69123;184053;4.858215371;45.760695762
deuxième far west, l'avenue Felix Faure (le matin, à cause de l'affluence de cyclistes qui font n'importe quoi - le soir à cause du manque de visibilité probablement dû aux travaux);69123;158882;4.85939859;45.753686032
"";69116;162326;4.779351819;45.809123671
"Travaux très dangereux : peu d'espaces pour les cyclistes; chaussée complètement déformée";69123;158882;4.855996046;45.753219197
"";69266;155875;4.890162474;45.759524483
"";69266;135905;4.884067069;45.757852751
"";69271;165198;4.932687763;45.744245501
jonction et rue de la corderie pas pratique;69123;185682;4.807233409;45.776972377
;69123;185682;4.804498073;45.776996526
;69266;135922;4.876638139;45.776887736
;69123;181612;4.826206486;45.72645021
pas de piste cyclable, route très bouché, par de place pour passer à velo;69244;180538;4.792230609;45.773159506
Carrefour dangereux;69123;160782;4.852760296;45.757006904
"";69266;135939;4.880339232;45.76978117
;69266;155875;4.890094303;45.759481926
"";69123;158882;4.857960769;45.753440157
;69123;158882;4.855896181;45.753318673
En travaux;69123;181612;4.837427896;45.726240552
Travaux, circulation très dangereuse;69123;158882;4.853368078;45.75297344
Travaux;69123;158882;4.870351503;45.754875182
Déplacements à vélo compliqués;69266;136952|155875;4.889779885;45.759273561
