numero;intervenant;nature_chantier;nature_travaux;etat;date_debut;date_fin;mesures_police;last_update;adresse;commune;code_insee;contact_tel;contact_mail;contact_url;gid
202513373;DCE / RT / Rive Gauche;Sondages;Sondage mécanique;Validé;2026-01-05;2026-02-06;;2025-12-16 15:02:03.596877+01:00;16 Avenue du 24 Août 1944 (Corbas);Corbas;69273;04 28 67 55 00;;;200745
202513381;GrDF - Exploitation - LVR;Construction, renouvellement  et réparation réseau gaz;Réparation sur réseau gaz;Ouvert;2025-12-15;2025-12-23;;2025-12-16 15:02:03.853021+01:00;Rue Paul-Michel Perret (Lyon 6e Arrondissement);Lyon 6ème;69386;09 69 36 35 34;;;200682
202513382;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Réparation branchement eau potable  < 25 ml;Ouvert;2025-12-15;2025-12-18;;2025-12-16 15:02:03.717109+01:00;21 Allée des Côteaux (Lissieu);Lissieu;69117;09 69 39 69 99;;;200683
202513404;LYON - Direction Sécurité Globale;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Réparation de réseau (télécom ou video);Validé;2025-12-17;2026-01-19;;2025-12-16 15:02:03.529402+01:00;Enface du 71 et 73 Rue Baraban (Lyon 3e Arrondissement);Lyon 3ème;69383;;;;200746
202513405;LYON - Direction Sécurité Globale;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Réparation de réseau (télécom ou video);Validé;2025-12-17;2026-01-19;;2025-12-16 15:02:03.448386+01:00;Angle Rue Antoine Charial et Rue Baraban (Lyon 3e Arrondissement);Lyon 3ème;69383;;;;200747
202513411;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2026-01-07;2026-01-30;;2025-12-16 15:02:03.715131+01:00;21 Chemin du Vieux Puits (Genay);Genay;69278;;;www.enedis.fr/aide_contact;200748
202513413;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2026-01-12;2026-02-03;;2025-12-16 15:02:03.365037+01:00;25 Chemin du Pras (La Mulatière);La Mulatiere;69142;;;www.enedis.fr/aide_contact;200749
202513420;DCE / RT / Rive Gauche;Construction, renouvellement et réparation réseau d'assainissement;Construction de canalisation d'assainissement et branchement;Validé;2026-01-12;2026-02-27;;2025-12-16 15:02:03.603480+01:00;Entre le 11 et 12 Chemin du Vieux Collège (Feyzin);Feyzin;69276;04 28 67 55 00;;;200750
202513432;DCE / RT / Rive Droite Nord;Émergences et autres équipements d'assainissement;Remise à niveau / entretien des tampons et émergences d'assainissement;Ouvert;2025-12-18;2025-12-19;Circulation alternée, Restriction de jour;2025-12-16 15:02:03.445756+01:00;Avenue de Taffignon	Francheville	Métropole;Francheville;69089;04 28 67 54 50;;;200751
202513439;ENEDIS;Construction, renouvellement et réparation réseau électrique;Réparation sur réseau électrique;Ouvert;2025-12-16;2025-12-23;;2025-12-16 15:02:03.068302+01:00;Rue du Fort Saint Irénée (Lyon 5e Arrondissement);Lyon 5ème;69385;;;www.enedis.fr/aide_contact;200752
202513441;ENEDIS;Construction, renouvellement et réparation réseau électrique;Réparation sur réseau électrique;Ouvert;2025-12-16;2025-12-23;;2025-12-16 15:02:03.593289+01:00;Quai Maréchal Joffre (Lyon 2e Arrondissement);Lyon 2ème;69382;;;www.enedis.fr/aide_contact;200753
202508004;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2025-10-23;2025-11-07;Circulation réduite, Restriction de jour;2025-12-16 15:02:04.009732+01:00;Avenue Rockefeller du Boulevard Ambroise Paré à la rue Laborde (Lyon 8e Arrondissement);Bron;69029;;;https://www.grandlyon.com/pratique/nous-contacter;195062
202505042;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-10-20;2025-12-31;;2025-12-16 15:02:03.302537+01:00;Route de Genas, à proximité Rue André Chénier, jusque Face au 61 Route de Genas (Vaulx-en-Velin);Bron;69029;;;;196604
202113250;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-07-01;2025-12-31;;2025-01-29 09:02:24.364354+01:00;Projet T10 SYTRAL  Saint Jean De Dieu du 23 au 65;Lyon 7ème;69387;;;;182384
202508919;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2026-01-19;2026-02-20;;2025-12-16 15:02:03.358870+01:00;Chemin de la Station (Dardilly);Dardilly;69072;;;www.enedis.fr/aide_contact;198307
202113240;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-07-01;2026-12-31;;2025-01-29 09:02:25.278556+01:00;du carrefour Zola/Gérin au carrefour Zola Ambroize Croizat inclus;Venissieux;69259;;;;182402
202113242;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-07-01;2026-12-31;;2025-01-29 09:02:25.480737+01:00;Variante Zola-Jaures du T10 SYTRAL  Rue Zola : du 1 au 11  Rue Jaures : du 1 au 46;Venissieux;69259;;;;182403
202113243;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-07-01;2026-12-31;;2025-12-16 15:02:04.008792+01:00;Variante Gérin du T10 Sytral  Boulevard Gérin : du 12 au 43  Eugène Maréchal : du 1 au 8;Venissieux;69259;;;;182404
202510173;TSU / TCO / VTPCN-CN2;Création et entretien de trottoir;Entretien de trottoir;Validé;2025-12-01;2026-01-22;;2025-12-16 15:02:03.331932+01:00;47 Rue Pierre Corneille (Lyon 6ème Arrondissement);Lyon 6ème;69386;04.28.67.51.20;;;197884
202510455;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-11-10;2026-04-24;;2025-12-16 15:02:03.411334+01:00;de montessuy apres le college a l'angle Dr laennec.;Caluire et Cuire;69034;04 78 84 98 27;;;195637
202509685;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.619841+01:00;Au droit du n°1 Place Bénédicte Teissier (LYON 5);Lyon 5ème;69385;;;;194504
202509688;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.876089+01:00;Au droit du n°81, Avenue du Point du Jour (LYON 5);Lyon 5ème;69385;;;;194506
202511625;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2025-12-17;2025-12-31;Circulation alternée, Circulation réduite, Restriction de jour;2025-12-16 15:02:03.315605+01:00;30 Chemin des Hermières (Francheville);Francheville;69089;;;www.enedis.fr/aide_contact;198803
202510815;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Aménagement, renouvellement réseau gaz avec branchement;Ouvert;2025-12-05;2026-01-23;;2025-12-16 15:02:03.881077+01:00;devant le 23 Route de Genas (Vaulx-en-Velin);Bron;69029;09 69 36 35 34;;;197941
202510840;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Émergences et autres équipements eau potable;Pose d'appareillage hydraulique (Hydrant, bouches à clef);Validé;2025-10-06;2025-12-26;;2025-12-16 15:02:03.367917+01:00;au 61 Avenue Charles de Gaulle (Saint-Genis-Laval);Saint Genis Laval;69204;09 69 39 69 99;;;196235
202510728;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-10-20;2025-11-14;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit;2025-10-21 18:02:01.313810+02:00;Du 76 Avenue Victor Hugo, au 26 Avenue Victor Hugo (Rillieux-la-Pape), et du 2660 Route de Strasbourg, au 2489 Route de Strasbourg (Rillieux-la-Pape);Rillieux la Pape;69286;04 78 84 98 27;;;196040
202505581;DACV / VP / Nature et Fleuves;Arbres et paysages;Renouvellement et remplacement d'arbres, arbustes et couvre sol;Ouvert;2025-07-22;2026-02-28;;2025-12-16 15:02:03.723401+01:00;Du 1 Route des Monts d'Or (Albigny-sur-Saône) au 14 Avenue Gabriel Péri (Albigny-sur-Saône);Albigny sur Saone;69003;;;https://www.grandlyon.com/pratique/nous-contacter;189329
202505727;DACV / VP / Nature et Fleuves;Arbres et paysages;Renouvellement et remplacement d'arbres, arbustes et couvre sol;Ouvert;2025-12-01;2026-02-27;;2025-12-16 15:02:03.314906+01:00;Travaux seulement sur Place de la République (Rochetaillée-sur-Saône);Rochetaillee Sur Saone;69168;;;https://www.grandlyon.com/pratique/nous-contacter;189340
202510836;DIEM / Voirie Transformation d'Espace Public;Jalonnement, signalisation et information;Pose / entretien de mât et panneau de jalonnement ou de signalétique;Validé;2025-11-03;2025-12-31;;2025-12-16 15:02:03.254617+01:00;Avenue Franklin Roosevelt (Bron);Bron;69029;;;https://www.grandlyon.com/pratique/nous-contacter;196609
202505901;SPL LYON PART DIEU;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Validé;2025-05-28;2026-12-31;;2025-12-16 15:02:03.895925+01:00;Rue de Bonnel (Lyon 3e Arrondissement);Lyon 3ème;69383;;;;190175
202511737;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Pose d'appareillage hydraulique (Hydrant, bouches à clef);Ouvert;2025-12-05;2026-01-30;;2025-12-16 15:02:03.678494+01:00;203 Rue Garibaldi (Lyon 3e Arrondissement) entrée du chantier M+ PI 7538;Lyon 3ème;69383;04 28 67 55 20;;;197673
202501051;TSU / TE / VTPE-E1;Arbres et paysages;Aménagement végétalisé;Validé;2025-07-21;2026-08-10;;2025-07-16 12:02:18.134133+02:00;Place de Stepanavan devant le 25 avenue Jean Jaurès (Décines-Charpieu);Decines Charpieu;69275;04 28 67 51 40;;;191744
202313637;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2025-03-10;2026-03-31;;2025-12-16 15:02:03.933388+01:00;Entre le Quai Gailleton à Lyon 2e jusqu'à la Rue de l'Epargne dans le 7e arrondissement de Lyon en Passant par le Pont de l'Université, la Rue de l'Université, la Rue Marc Bloch, la Rue Garibaldi (tronc commun VL7) et la Rue Camille Roy (Lyon 2e  et 7e Arrondissement);Lyon 7ème;69387;;;https://www.grandlyon.com/pratique/nous-contacter;189895
202113251;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-07-01;2025-12-31;;2025-01-29 15:01:55.079124+01:00;Projet T10 SYTRAL  Blv Jules Carteret du 1 au 25;Lyon 7ème;69387;;;;182445
202512393;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2025-11-25;2025-12-31;;2025-11-25 15:02:19.712695+01:00;Rue Francisque Jomard (Oullins);Oullins;69149;;;https://www.grandlyon.com/pratique/nous-contacter;199138
202512396;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-12-08;2025-12-19;;2025-12-16 15:02:03.293456+01:00;15 Montée de Verdun (Tassin-la-Demi-Lune);Tassin la Demi Lune;69244;09 69 39 69 99;;;198976
202512525;DIEM / Voirie mobilité Patrimoine;Carrefours;Entretien carrefour (giratoire, feux, ...);Ouvert;2025-11-27;2025-12-31;;2025-11-27 18:01:59.654500+01:00;Rue Stéphane Déchant (La Mulatière) angle Pont de La Mulatière ;La Mulatiere;69142;;;https://www.grandlyon.com/pratique/nous-contacter;199139
202301025;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-01-23;2026-08-31;;2025-12-16 15:02:03.348222+01:00;Du 70 Rue Emile Decorps puis rue du Vinatier de la route de Genas (Villeurbanne) au boulevard Pinel et le boulevard Pinel de l'avenue du Doyen Jean Lépine (Bron) à la rue Chambovet (Lyon 3ème Arrondissement);Bron;69029;;;;135917
202412785;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2025-11-24;2026-04-06;Circulation alternée, Restriction de jour, Stationnement interdit, Trottoir réduit;2025-12-16 15:02:03.083690+01:00;Du 24 Rue des Bruyères (Tassin-la-Demi-Lune), au 42 Chemin Finat Duclos (Tassin-la-Demi-Lune);Tassin la Demi Lune;69244;04 78 84 98 27;;;198708
202210484;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2024-09-30;2026-10-30;;2025-12-16 15:02:03.533370+01:00;De façade à façade allée du Mens entre l'avenue Orcha et la rue des marais (Villeurbanne);Villeurbanne;69266;;;;174909
202503425;SIGERLY Réseaux et Eclairage;Équipements Eclairage Public;Pose, Dépose, Remplacement de Mobilier Urbain éclairage public;Validé;2025-11-21;2026-01-31;;2025-12-16 15:02:03.435500+01:00;Place du 11 novembre 1918 et 8 mai 1945 (Vernaison);Vernaison;69260;04 78 84 98 27;;;199135
202509476;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA sans branchement;Ouvert;2025-11-12;2025-12-19;Circulation alternée, Circulation réduite, Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.126975+01:00;Du 18 au 4 Rue d'Agadir (Oullins);Oullins;69149;;;www.enedis.fr/aide_contact;196139
202508923;RTE CDI LYON;Aménagement, rénouvellement réseau transport électrique RTE;Aménagement, rénouvellement réseau transport électrique RTE;Ouvert;2025-11-13;2025-12-26;;2025-11-13 18:02:05.525842+01:00;Du 488 Rue Blanche Dumont, au croisement de la Rue des Pierres Blanches et de l'Allée des Colombières (Craponne);Craponne;69069;;rte-seraa-clientele@rte-france.com;;196625
202508968;TSU / TCE / VTPCE-CE2;Création et entretien de trottoir;Entretien de trottoir;Validé;2025-08-25;2025-12-26;;2025-12-16 15:02:03.062553+01:00;Au 67 rue du Dauphiné et au 44 Avenue Lacassagnee (Lyon 3e Arrondissement);Lyon 3ème;69383;04 69 64 51 00;;;193309
202509681;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.918460+01:00;Au droit du n°7, Place Bénédicte Teissier, (Lyon 5ème Arrondissement);Lyon 5ème;69385;;;;194502
202510906;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-15;2025-12-24;;2025-12-16 15:02:03.259119+01:00;23 Rue Crillon (Lyon 6ème Arrondissement);Lyon 6ème;69386;;;www.enedis.fr/aide_contact;198480
202511241;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Petit aménagement lié au tramway;Validé;2025-12-15;2026-06-26;;2025-12-16 15:02:03.645798+01:00;Passage sous ouvrage sur plateforme tramway du Cours Charlemagne à Place Carnot en passant par la Station Perrache (Lyon 2e Arrondissement);Lyon 2ème;69382;;;;198797
202502238;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2025-05-26;2026-03-31;;2025-12-16 15:02:03.307236+01:00;Avenue Leclerc entre la Rue Antonin Perrin et Rue Commandant Ayasse (Lyon 7e Arrondissement);Lyon 7ème;69387;;;https://www.grandlyon.com/pratique/nous-contacter;188231
202511310;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Validé;2025-12-01;2026-01-09;;2025-12-16 15:02:03.454754+01:00;Face au 5 Rue Paul Bert (Vénissieux);Venissieux;69259;;;;197948
202510676;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-01;2025-12-19;;2025-12-16 15:02:03.682284+01:00;Rue des Frères Emmanuel-Joseph et Louis Amadéo (Vénissieux);Venissieux;69259;;;www.enedis.fr/aide_contact;197548
202511233;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Petit aménagement lié aux lignes de bus;Validé;2025-11-03;2025-12-19;;2025-12-16 15:02:03.204943+01:00; « En face Collège Victor Grignard » Avenue Paul Santy (Lyon 8e Arrondissement);Lyon 8ème;69388;;;;197081
202409093;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Petit aménagement lié au tramway;Ouvert;2024-08-28;2026-03-27;;2024-11-28 12:01:57.865241+01:00;Boulevard des Droits de l'homme entre le  prolongement de la rue Brunel et la rue Grosso;Vaulx en Velin;69256;;;;178544
202512180;ORANGE SA;Branchements réseau > 25 ml TELECOM, RMT ET VIDEO;Construction de branchement > 25 ml (télécom ou video);Validé;2025-12-09;2025-12-19;Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.136369+01:00;Face au 19 jusqu'en Face au 23 Chemin du Tunnel (Rillieux-la-Pape);Rillieux la Pape;69286;;;;198688
202511122;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Ouvert;2025-11-03;2025-12-24;;2025-11-03 15:02:02.168196+01:00;à proximité du 6 Rue Commandant Charcot (Lyon 5e Arrondissement) PI 293;Lyon 5ème;69385;04 28 67 55 20;;;196632
202511823;AOMTL (SYTRAL Mobilités);Sondages;Sondage mécanique;Validé;2025-11-10;2025-12-24;;2025-11-04 12:03:21.837094+01:00;Av Brosset entre le parc de la Pomme et le carrefour Libération(Tassin-la-Demi-Lune);Tassin la Demi Lune;69244;;;;198182
